 49 49 45 42 39 37 35 34 32 32 31 29 28 27 28 29 30 31 31 30 31 28 27 25 25 26 26 27 27 28 30 31 32 34 34 34 38 39 37 37 41 43 47 51 55 60 65 67 70 69 68 65 60 53 48 37 24 9 1 0 0 0 0 0 2 2 3 4 7 11 15 21 26 33 35 38 39 39 39 38 39 37 37 36 32 31 32 32 30 27 24 20 16 10 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 4 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 14 18 21 22 22 22 22 21 19
 47 46 42 39 37 35 32 30 31 30 29 27 26 24 24 25 28 28 27 27 26 24 23 22 21 22 23 23 22 23 25 25 27 28 29 30 32 32 33 35 38 41 45 49 54 60 65 69 71 70 71 68 65 59 51 40 27 9 1 1 0 0 0 0 0 1 2 1 4 8 13 19 25 31 34 36 38 37 36 37 39 37 35 35 31 29 28 29 27 24 21 19 14 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 13 17 21 21 21 21 20 19 16
 47 44 39 37 34 32 29 27 28 27 26 24 23 21 21 22 23 25 24 23 22 21 20 20 20 19 19 19 19 20 22 23 22 24 26 29 29 29 32 35 37 41 44 46 50 57 61 63 67 67 68 67 67 63 53 41 28 16 1 1 0 0 0 0 0 1 1 1 1 5 11 18 24 28 31 33 35 34 35 38 37 36 34 31 29 29 25 23 22 21 20 18 14 9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 9 12 16 18 20 19 18 17 16 13
 47 43 38 35 33 31 29 27 26 26 26 25 24 22 21 21 21 22 21 21 20 21 21 20 19 18 18 20 21 22 23 23 23 23 25 27 28 29 31 34 38 42 45 45 47 52 58 62 67 69 69 66 66 64 56 45 33 18 5 1 0 0 0 0 1 2 1 1 2 5 10 15 21 27 30 34 34 33 31 34 34 34 33 29 29 27 23 23 24 23 22 20 16 10 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 13 15 17 18 18 17 16 13 11
 42 40 36 34 33 32 32 31 29 26 25 24 22 20 21 21 22 22 21 21 20 21 19 17 17 16 17 19 21 22 24 24 24 25 27 26 27 29 31 33 36 38 40 44 47 51 57 61 65 67 68 68 68 66 58 47 34 20 8 3 0 0 0 0 0 1 1 1 1 5 11 16 21 24 28 31 32 31 31 31 30 30 28 29 27 27 23 26 26 26 26 24 18 12 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 10 12 14 15 15 14 13 12 10
 44 42 39 37 36 35 33 31 29 26 23 22 20 21 22 22 22 22 22 22 20 20 18 16 17 17 18 19 20 21 23 25 26 27 28 28 28 30 32 34 35 36 38 41 45 50 57 61 62 65 68 70 69 64 57 46 34 20 10 6 1 1 0 0 0 2 1 1 1 5 11 16 19 23 27 29 30 31 31 31 31 30 31 29 26 26 25 26 27 28 28 27 21 15 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 8 9 9 11 12 12 11 9 8 9
 48 47 44 42 41 39 35 30 27 24 22 22 21 22 22 22 22 22 21 20 20 20 19 17 17 17 18 18 19 21 23 25 27 28 30 32 31 32 32 33 34 36 37 38 42 48 54 59 61 63 67 70 67 62 56 46 33 19 12 8 1 1 1 0 0 3 1 1 2 5 9 15 19 23 27 28 29 29 31 31 30 30 31 29 26 24 25 26 28 28 31 28 23 17 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 7 8 9 9 9 9 8 8 9
 51 50 48 46 45 43 39 33 27 24 24 23 21 22 22 22 22 21 19 18 19 19 18 18 17 17 17 17 19 21 24 26 27 28 31 32 30 30 31 31 32 34 35 39 42 44 50 55 59 62 66 68 65 61 56 45 32 18 11 5 1 1 1 0 0 2 1 1 2 6 9 14 21 25 26 27 29 29 29 27 25 28 29 28 24 23 27 29 30 31 31 28 24 17 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 5 5 6 5 5 6 8 10
 53 53 53 52 50 46 40 34 30 25 24 24 22 22 22 21 19 19 18 19 18 19 19 18 17 17 18 20 21 24 24 24 27 29 29 29 28 29 28 29 32 33 37 40 43 46 50 52 54 58 63 64 62 58 52 41 30 21 14 5 1 1 1 0 0 1 1 1 3 8 11 16 22 26 27 28 29 28 27 24 22 24 25 23 22 23 26 29 31 32 30 27 22 16 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 3 3 4 6 8 10 12
 54 55 56 57 54 49 44 39 33 27 26 24 22 20 21 20 20 19 18 18 18 18 19 17 16 17 17 19 21 23 25 25 27 28 29 28 27 27 27 27 30 33 36 38 41 44 48 50 52 56 59 60 60 57 51 40 32 24 16 6 1 1 0 0 0 1 1 1 3 7 11 15 21 25 27 28 28 28 27 24 22 22 22 20 20 21 24 26 28 30 29 26 21 16 13 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 3 5 9 12 15
